zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,delta zcr_mean,delta energy_mean,delta energy_entropy_mean,delta spectral_centroid_mean,delta spectral_spread_mean,delta spectral_entropy_mean,delta spectral_flux_mean,delta spectral_rolloff_mean,delta mfcc_1_mean,delta mfcc_2_mean,delta mfcc_3_mean,delta mfcc_4_mean,delta mfcc_5_mean,delta mfcc_6_mean,delta mfcc_7_mean,delta mfcc_8_mean,delta mfcc_9_mean,delta mfcc_10_mean,delta mfcc_11_mean,delta mfcc_12_mean,delta mfcc_13_mean,delta chroma_1_mean,delta chroma_2_mean,delta chroma_3_mean,delta chroma_4_mean,delta chroma_5_mean,delta chroma_6_mean,delta chroma_7_mean,delta chroma_8_mean,delta chroma_9_mean,delta chroma_10_mean,delta chroma_11_mean,delta chroma_12_mean,bpm,ratio,song_id,valence,arousal
-0.1747098362696923,-0.7745660118247175,0.0302759972859359,-0.2001112623488085,-0.0046804136080283,-0.1931529488607371,0.8649713503971662,-0.2822996864856925,-0.8768621245517847,0.0733892973950442,0.0890404669178623,0.4584629438015772,0.0902735211674703,0.1225744241041306,-1.1552964374475527,0.3235513215007674,-1.1387664193209663,0.2541344172676922,-0.577887377582304,-0.0874545125508297,0.3570577532060771,-0.2605065480199448,0.9591605461402116,-0.319380665521156,0.2740897815538924,-0.321562825391721,0.1938126122576904,0.2067043668092982,0.0129269830422053,-0.2275917303387102,-0.1227579058827883,-0.2973655591997593,-0.3082674991382799,0.0369009042365473,0.94207081623128,0.3546546949869923,0.8935629429352538,-0.4685571089771629,-0.981423240570927,0.347588073236875,-0.0182446130072826,0.3117586673450241,0.4479534189202198,-0.6262189083996884,0.5288578846725118,1.4779184099966505,0.788424054060133,0.0109548229134105,-1.2690001792812469,0.0926206028581101,1.1151331603882906,1.4765331417156484,0.6855675091690231,-0.3760910586860753,0.0305479721638866,-0.1115480361562243,-0.3145418445335276,-0.2278478154984734,-0.3939006384715851,-0.1666787689549168,0.6340382478831916,-0.0228807861285269,0.1131992227367454,0.9408903374156108,-0.0497516422806627,-0.1411591877311966,-0.1492717009458563,1.7240553002242738,-0.3053893081952804,10,4.0,4.7
0.3807907820188963,1.045840778198493,0.3658543730575908,0.3778402594458128,0.2175719173586278,0.305878942873682,-0.469400046202312,0.2701288134186959,1.2566732949642505,-0.5847971505754245,0.0119711007328204,0.1426697874805597,-0.1072649703243891,0.5124453393545851,0.5339161688688918,0.7159632936843191,0.5735339805229778,-0.1746034985805759,-1.2180379381133737,-0.5730182363843127,0.4297774193675023,0.0029803562494293,-0.3912997420823612,1.5836243300772836,-0.0515325434809122,-0.6057698160710716,0.1019315629618174,-0.6463634870764297,-0.1631700840436443,-0.5762740497510551,-0.4251481272410121,0.677184549229752,-0.6212497395147125,-0.0265352214882164,0.135079751664198,0.4655555719105614,1.4970534366434374,0.5169837677190463,0.9217884909676108,0.3845467272684116,-0.0074927479921488,-0.1223957709609984,0.2349789580327096,-1.067344363721797,2.410944504538399,0.8761250979078448,0.0209814092554337,-0.0304090980440725,-1.2798474238507052,0.8480407501440277,1.427472225891115,-1.300921963156375,-0.2818119804257702,0.675030913320671,-1.2853072746408136,0.5271624177408872,-0.7458581876299961,1.7162058125871136,-0.3633166716589781,-0.112511756869538,1.478934163670404,-0.2592384220919997,-0.2823455913867965,0.2202338263857893,0.0036559210609558,-0.0087701508725789,-0.0178315466941065,0.0847607654255036,0.3793911967151916,1000,6.8,5.6
0.2924765705937426,-0.0632429380148884,0.84008546207797,-0.1287326099058005,-0.4093146055898948,0.1457412276352277,-0.8184162739825628,0.3562928797905429,0.9464728146485084,-0.542594715051756,-0.4946899116438915,0.264018846014841,-0.3016793600365601,0.1648433914233728,-0.1835987776052441,-1.0142716790923725,-1.2294003074800326,-0.5354675559765284,0.1040287501440832,0.6830928863143064,0.6787528720492859,-0.3428240284637266,-0.0660602597620042,0.0494200004064732,-0.2513824964771322,-0.4359833693876183,-0.1219872592686611,0.8839728288472193,-0.3199417373585528,-0.9430375228497252,-0.2560451527764418,-0.7951789656368926,-0.2197429624783222,-1.0341268176408511,-0.0531266055316355,-0.5071085577102038,-0.7432867651929046,0.1663238847910532,0.5358552693183064,-0.1169669502700272,-0.1118838762496429,-0.103288729666355,-0.2916696908230509,-0.1118354107009085,-0.9886708396347484,0.1907492678465422,0.2899695007167005,-0.2761022011977715,0.4046835743266413,-1.5088173366000752,-1.2461150563783543,-0.9143462805188196,0.0970757289231274,0.7075114754243889,-0.2606681198994527,-0.1389378604301035,0.0585795664275523,-0.1884702435193541,-0.0968616460148059,0.2436562599263231,-0.176144096982082,0.1786701706108369,0.1566071509699896,0.2042952682337966,-0.3715863961847365,-1.544487762333921,0.6918956381403488,-0.3836091016598593,-0.1838315251257198,1001,4.4,3.8
-0.9833042916873476,-1.0447973603000704,-0.3747643073841263,-0.8063443733266327,-0.0718315661978696,-0.8466087170158256,1.9690403890863208,-0.8452888465845135,-2.6372344947982085,1.081280178902963,0.9872639939994076,0.7920582454755628,0.6549392786661115,0.51205324232006,0.1306865324404995,0.2985973898544877,0.2657164123248365,0.9234985691321792,0.8557208146821792,-0.2834610990361564,0.032294375653137,0.8970842350867095,-0.7998914266786129,-0.0216265514298183,-0.8506745942665921,0.305359832229087,0.735090446236464,-0.4388444126458715,-0.2895332206886825,1.113822347133816,0.2114279969907178,0.5095057459682935,0.5258374768235196,1.490611129026704,-0.3190106594802188,-0.358476612454725,-0.2718130125139233,0.5412851490694346,0.6553207280313901,0.0804283229026731,0.0672716564210101,0.2435040698313869,0.5562763412114998,-0.1211473618540692,-2.0380822008958632,-0.7445975191754489,-0.7045152564655824,-1.6292764368076165,0.3685750498092647,0.6287929862978887,0.1993765546782208,0.521156146174392,-0.2084736099413176,-1.6729196107176536,-3.067817950136325,-0.8712536439052814,0.0645417725143012,-0.0339170522568563,-0.1006838283610598,-1.3220941416021077,-0.2319549976921093,0.2695157517153695,-0.0376469852230908,-0.8643264005054507,0.1146758924746062,-1.900366752525994,5.205770715236439,0.7404785793450117,-0.5606108276356432,1002,4.5,3.2
-0.3448018517563717,-1.0842481698316329,-2.4331227432475586,0.2315145299229898,0.1887641662722621,0.1765030320005683,2.567123343198586,0.25727776958945,-2.457386654266328,-0.0120215584665142,-0.806172059744006,-2.030082128757155,0.0575871917047902,-0.5089932597449232,0.2257838476051224,-1.1023272311752883,-0.551470597351294,-1.286277579683024,-1.7268627536632066,-0.7191084625942292,-0.3223712481730729,0.9456290706463208,0.8869815236592281,-0.6919453209945854,1.1860644374781697,0.9521082925711208,-0.1662036698971582,-0.023060352375178,-0.6967792073600763,-1.1762599338911406,-0.6441167715480236,-1.0739230790439451,-0.216960070687049,-0.1055432177852452,0.4061276694704577,0.3802585130636537,-0.3759604338123987,0.9157380797670912,1.388029204650374,0.0555195325958918,-0.0292025531283166,0.2294922395486525,0.7234830668999144,-1.93897708361386,-1.5409574696375927,1.4165165494922585,1.0164323175819263,0.4337721358784673,0.0274806267287888,-2.3136499941095545,-0.2459990809503449,-1.7690957999135022,-1.0685936149646849,-0.4832204898339063,3.1878595642921392,-3.3907731498688216,-0.4895168805527704,-0.2067153605928642,4.95325116354486,0.2284243595839473,-0.100453955788636,0.2774598251557476,-0.0621035033228042,-0.0943409064249978,-0.0035155082708068,-0.0152724071751162,-0.2467623960281657,1.7240553002242738,0.4926069056025736,1003,5.3,3.3
-0.2053356002929025,0.5943908806312896,1.134952380896812,-0.4939814025610452,-1.2069300992971828,-0.0902913786366628,-0.8296081224453998,-0.1733562611371699,1.3030081544247734,-0.3419433211765919,0.0636213310897567,-0.5377682186885709,0.3067860749142712,-0.7887549907192742,-1.699336912735308,-2.4722133430973945,0.5050397398252466,0.0502952471935692,0.0690202183710508,0.2170868379456289,-0.3641703761361099,-0.9574210406838944,-0.2821783339162833,-0.3512037321405961,3.719379603784674,-0.8029494717600688,-1.1390272817927185,1.9788720367901385,1.316138201892486,0.2128061684044777,-0.3002249473087909,-0.5597213333776462,-0.0302481724183729,-0.5520554044265207,-0.2996736373748669,-1.0991712783379184,-0.7899944954773432,-0.1874625878054798,-0.1187629506865114,-0.2902648020483094,-0.1329601973131208,0.3018866960094598,-0.2759519387344999,-0.1209597524443867,-0.3602105333274396,1.0249904585724408,-1.0357266996708303,0.2177566156093101,-0.0569224789808667,-1.654078545856887,-0.8164208065131733,-0.3160111419027699,0.3321624698815353,0.2975546657484945,0.7717575567167871,-0.0715614833401757,-0.1155067765444781,-0.2652741040980592,1.700380714669708,0.0655885546321688,-0.2037076080531722,1.6958060110595583,1.4833647417640818,-0.3822747816355918,0.2101386129196888,-2.12343066251153,-0.0756728192064792,-0.3836091016598593,-0.5648892873960537,1004,3.8,4.7
-0.2429889135303692,-0.8005207876753623,-0.5865032173972432,-0.4646952010876501,-0.718825212095357,-0.2416291478754043,-0.3868493655976589,-0.3299803286978182,0.1049023001422188,-0.0533973454403389,0.4785024095119659,0.5071281934856892,0.1565634774103735,0.613413636065434,0.9387393621599042,-0.2907831898303327,-0.3659091985168041,-0.2478169589917689,0.5775442296344876,0.3495207786484699,-0.7809183944402482,-0.6757437866582604,-0.3699229743910728,-0.0837905554385478,0.2673009797170274,2.3913907191333674,0.5234827315336987,-0.545308742504144,0.163290008614325,-0.5570805483686609,0.6223499572690754,-0.0756901057951144,0.1205473977541839,-0.4112319154598042,0.3481166031544058,-0.0578151292601783,-0.669515003420976,0.1764235403097108,-0.4228396344296581,0.7727123271418023,-0.2063882375254078,0.5727820814757106,0.3954343139883788,-1.247008647522024,-1.0296132827893196,0.5623314099439649,0.9736421090226444,-1.008401349596327,-1.389007713606,0.4602613369188748,-0.2259368819487055,-0.9188667346964878,-0.2442515237384613,-1.0824154900678156,-0.7359019426258241,-0.4288581954296124,0.0262624957104834,-0.2520583389498113,0.7458363053421077,-2.142019874714648,-0.7404893207524835,0.0918191895814495,-0.2820358126747574,-0.3723170824656898,0.6995471819044786,0.4530002112546747,-0.0150699192172635,-1.0081022577736762,-0.5936735312805775,1005,5.4,5.1
-0.0296046624337023,-1.1103053896161488,-1.0648239522775207,0.2151450484792376,0.0261755472184952,0.0088119609632748,1.30239523364421,-0.0216660616565157,-1.9365728150539745,0.0154888571134761,-0.6221602694401299,-1.506059682787991,-0.3021505197031226,-0.8912104367605739,-0.1631968308857299,-0.7232553570777832,1.6551614211623438,0.6680417485973887,1.3702388228893676,0.93521591987737,0.6293953452535138,-0.9722547833422954,-0.0570254671536933,-0.8808318743490748,0.0983754471605658,-0.2271602480834788,-0.6981243606653721,0.7839833254698113,-0.1403971421024982,-0.6086895320529683,2.1620673592659183,-1.229406995219276,-0.3669778951470295,-0.7861089217943841,0.2175917039432841,-2.084577341722869,-0.8968252223798836,0.4864964142587108,0.6085813193066155,0.9187723930092698,-0.0653986284230224,0.7934684084288222,-0.3477920659689557,0.6257541149943021,0.6948568120709281,1.520410377743756,-1.5708395254169478,-1.4496344044519005,1.7951866848235434,1.3457380035862605,-0.2411466462715494,-1.9953374452562669,0.4281753167353467,0.9150130616538378,-0.8088210187648627,0.0313154008631138,1.0924690917322746,0.1386484850968113,0.0387612951876216,-0.0062197946161203,-0.0144749842355484,0.0200357395434803,-0.0597808437253022,0.0343484023898729,-0.2227586496834951,-0.0429859722013788,-2.740463424711024,0.7404785793450117,-0.9868364600391843,1006,4.6,4.4
0.0948821462901886,-1.0648792096971031,-3.057666635832341,0.4449993782344227,0.3451802311807271,0.0585854359088989,1.4613229931315288,-0.1753918810850675,-1.6238587018535915,-0.061723036962609,0.2826727563188644,-0.8971040220680732,-0.1555799613684786,-0.3908690719548786,0.1595802352812848,0.2909139202622799,1.6072589295266195,1.377649760034286,0.902760069466224,-0.0549787157104937,0.0564494717931356,-0.7188970521644998,-0.2927619258370281,-0.4348619884524437,-0.4855073666042581,0.9498229949557572,-0.5357490874867052,0.0186100923035229,0.7777015030719334,-0.2791705857494725,0.0502479174681942,-0.6962954119276641,-0.0786306019024647,-0.762192994833505,-0.6114831188236608,-0.1858417536492776,-0.458899991530941,0.3123952962168859,0.5361370055047334,0.023168630941255,-0.2997788145332249,0.1430859528051024,0.3318075083921913,-0.3453832666541697,0.6892959224169589,-2.4469489696145668,-1.5346640783391077,-0.9022737270200902,-1.8538441709709872,-0.3554751938049935,-1.5143308695529023,0.8369980260832138,1.4014427269530525,2.075579854319532,0.0267720129470651,-0.4119748877588696,-0.3385614884377965,-0.2801130239118806,-0.074247696489811,-1.4973731562919932,-0.4294481102230208,0.405814902073787,1.849303863060863,2.1932888753308006,-0.3347805331010515,-1.0831558755696629,-0.3499588728965624,0.0847607654255036,0.2352217352565192,1007,5.2,5.4
-0.0321117880993294,-1.140560159137325,-0.0975983772507098,-0.406035910636248,-0.8343815168429553,-0.0192543528918946,0.052395124415342,0.0098769191953211,-1.1886021604204282,-0.2175043495395195,0.1424267346275628,0.0104957129078307,-0.9368603072906664,0.0114061531286532,-0.7919606330281914,0.0830679595268832,-1.1812733025728157,-1.243566394638099,-1.760358985254728,-0.4478946854444753,-1.0197663191103543,-0.345924934826529,1.3097116179812522,-0.6395683724829951,0.2725272554282604,0.2645534104434196,-0.649163283211896,0.1907677014733087,-0.0476281736448216,-0.5231973622818444,0.5647125038074796,-0.6227334081038384,0.0847715608562361,-0.9531615948658224,0.2139660122985295,-0.0751734884439089,-0.7690625325837785,0.2999671768224147,-0.6860646964021129,1.008563957769589,0.1554841224136932,0.7993066710466291,0.2790265296354333,-1.3575872275033245,1.9449821121784696,2.0040577763371887,-0.7901471656622981,0.954772269743991,0.1309065401975615,0.7323195936683112,0.2485934539806934,-1.2962764475225164,0.1227064072188795,-0.7256337976265245,1.774789632249712,0.0768416117535086,0.005398044749072,-0.0571133638439872,0.1184595948193539,0.1887608426907348,0.145267677055539,0.0573329519269682,-0.1580278367272499,-0.3496082315426627,-1.4160678744578068,0.1752624329993202,0.086484093097699,0.7404785793450117,-0.688603289408794,1008,6.0,5.4
