zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,bpm,ratio,song_id,valence,arousal
-0.1747098362696923,-0.7745660118247175,0.0302759972859359,-0.2001112623488085,-0.0046804136080283,-0.1931529488607371,0.8649713503971662,-0.2822996864856925,-0.8768621245517847,0.0733892973950442,0.0890404669178623,0.4584629438015772,0.0902735211674703,0.1225744241041306,-1.1552964374475527,0.3235513215007674,-1.1387664193209663,0.2541344172676922,-0.577887377582304,-0.0874545125508297,0.3570577532060771,-0.2605065480199448,0.9591605461402116,-0.319380665521156,0.2740897815538924,-0.321562825391721,0.1938126122576904,0.2067043668092982,0.0129269830422053,-0.2275917303387102,-0.1227579058827883,-0.2973655591997593,-0.3082674991382799,0.0369009042365473,1.7240553002242738,-0.3053893081952804,10,4.0,4.7
0.3807907820188963,1.045840778198493,0.3658543730575908,0.3778402594458128,0.2175719173586278,0.305878942873682,-0.469400046202312,0.2701288134186959,1.2566732949642505,-0.5847971505754245,0.0119711007328204,0.1426697874805597,-0.1072649703243891,0.5124453393545851,0.5339161688688918,0.7159632936843191,0.5735339805229778,-0.1746034985805759,-1.2180379381133737,-0.5730182363843127,0.4297774193675023,0.0029803562494293,-0.3912997420823612,1.5836243300772836,-0.0515325434809122,-0.6057698160710716,0.1019315629618174,-0.6463634870764297,-0.1631700840436443,-0.5762740497510551,-0.4251481272410121,0.677184549229752,-0.6212497395147125,-0.0265352214882164,0.0847607654255036,0.3793911967151916,1000,6.8,5.6
0.2924765705937426,-0.0632429380148884,0.84008546207797,-0.1287326099058005,-0.4093146055898948,0.1457412276352277,-0.8184162739825628,0.3562928797905429,0.9464728146485084,-0.542594715051756,-0.4946899116438915,0.264018846014841,-0.3016793600365601,0.1648433914233728,-0.1835987776052441,-1.0142716790923725,-1.2294003074800326,-0.5354675559765284,0.1040287501440832,0.6830928863143064,0.6787528720492859,-0.3428240284637266,-0.0660602597620042,0.0494200004064732,-0.2513824964771322,-0.4359833693876183,-0.1219872592686611,0.8839728288472193,-0.3199417373585528,-0.9430375228497252,-0.2560451527764418,-0.7951789656368926,-0.2197429624783222,-1.0341268176408511,-0.3836091016598593,-0.1838315251257198,1001,4.4,3.8
-0.9833042916873476,-1.0447973603000704,-0.3747643073841263,-0.8063443733266327,-0.0718315661978696,-0.8466087170158256,1.9690403890863208,-0.8452888465845135,-2.6372344947982085,1.081280178902963,0.9872639939994076,0.7920582454755628,0.6549392786661115,0.51205324232006,0.1306865324404995,0.2985973898544877,0.2657164123248365,0.9234985691321792,0.8557208146821792,-0.2834610990361564,0.032294375653137,0.8970842350867095,-0.7998914266786129,-0.0216265514298183,-0.8506745942665921,0.305359832229087,0.735090446236464,-0.4388444126458715,-0.2895332206886825,1.113822347133816,0.2114279969907178,0.5095057459682935,0.5258374768235196,1.490611129026704,0.7404785793450117,-0.5606108276356432,1002,4.5,3.2
-0.3448018517563717,-1.0842481698316329,-2.4331227432475586,0.2315145299229898,0.1887641662722621,0.1765030320005683,2.567123343198586,0.25727776958945,-2.457386654266328,-0.0120215584665142,-0.806172059744006,-2.030082128757155,0.0575871917047902,-0.5089932597449232,0.2257838476051224,-1.1023272311752883,-0.551470597351294,-1.286277579683024,-1.7268627536632066,-0.7191084625942292,-0.3223712481730729,0.9456290706463208,0.8869815236592281,-0.6919453209945854,1.1860644374781697,0.9521082925711208,-0.1662036698971582,-0.023060352375178,-0.6967792073600763,-1.1762599338911406,-0.6441167715480236,-1.0739230790439451,-0.216960070687049,-0.1055432177852452,1.7240553002242738,0.4926069056025736,1003,5.3,3.3
-0.2053356002929025,0.5943908806312896,1.134952380896812,-0.4939814025610452,-1.2069300992971828,-0.0902913786366628,-0.8296081224453998,-0.1733562611371699,1.3030081544247734,-0.3419433211765919,0.0636213310897567,-0.5377682186885709,0.3067860749142712,-0.7887549907192742,-1.699336912735308,-2.4722133430973945,0.5050397398252466,0.0502952471935692,0.0690202183710508,0.2170868379456289,-0.3641703761361099,-0.9574210406838944,-0.2821783339162833,-0.3512037321405961,3.719379603784674,-0.8029494717600688,-1.1390272817927185,1.9788720367901385,1.316138201892486,0.2128061684044777,-0.3002249473087909,-0.5597213333776462,-0.0302481724183729,-0.5520554044265207,-0.3836091016598593,-0.5648892873960537,1004,3.8,4.7
-0.2429889135303692,-0.8005207876753623,-0.5865032173972432,-0.4646952010876501,-0.718825212095357,-0.2416291478754043,-0.3868493655976589,-0.3299803286978182,0.1049023001422188,-0.0533973454403389,0.4785024095119659,0.5071281934856892,0.1565634774103735,0.613413636065434,0.9387393621599042,-0.2907831898303327,-0.3659091985168041,-0.2478169589917689,0.5775442296344876,0.3495207786484699,-0.7809183944402482,-0.6757437866582604,-0.3699229743910728,-0.0837905554385478,0.2673009797170274,2.3913907191333674,0.5234827315336987,-0.545308742504144,0.163290008614325,-0.5570805483686609,0.6223499572690754,-0.0756901057951144,0.1205473977541839,-0.4112319154598042,-1.0081022577736762,-0.5936735312805775,1005,5.4,5.1
-0.0296046624337023,-1.1103053896161488,-1.0648239522775207,0.2151450484792376,0.0261755472184952,0.0088119609632748,1.30239523364421,-0.0216660616565157,-1.9365728150539745,0.0154888571134761,-0.6221602694401299,-1.506059682787991,-0.3021505197031226,-0.8912104367605739,-0.1631968308857299,-0.7232553570777832,1.6551614211623438,0.6680417485973887,1.3702388228893676,0.93521591987737,0.6293953452535138,-0.9722547833422954,-0.0570254671536933,-0.8808318743490748,0.0983754471605658,-0.2271602480834788,-0.6981243606653721,0.7839833254698113,-0.1403971421024982,-0.6086895320529683,2.1620673592659183,-1.229406995219276,-0.3669778951470295,-0.7861089217943841,0.7404785793450117,-0.9868364600391843,1006,4.6,4.4
0.0948821462901886,-1.0648792096971031,-3.057666635832341,0.4449993782344227,0.3451802311807271,0.0585854359088989,1.4613229931315288,-0.1753918810850675,-1.6238587018535915,-0.061723036962609,0.2826727563188644,-0.8971040220680732,-0.1555799613684786,-0.3908690719548786,0.1595802352812848,0.2909139202622799,1.6072589295266195,1.377649760034286,0.902760069466224,-0.0549787157104937,0.0564494717931356,-0.7188970521644998,-0.2927619258370281,-0.4348619884524437,-0.4855073666042581,0.9498229949557572,-0.5357490874867052,0.0186100923035229,0.7777015030719334,-0.2791705857494725,0.0502479174681942,-0.6962954119276641,-0.0786306019024647,-0.762192994833505,0.0847607654255036,0.2352217352565192,1007,5.2,5.4
-0.0321117880993294,-1.140560159137325,-0.0975983772507098,-0.406035910636248,-0.8343815168429553,-0.0192543528918946,0.052395124415342,0.0098769191953211,-1.1886021604204282,-0.2175043495395195,0.1424267346275628,0.0104957129078307,-0.9368603072906664,0.0114061531286532,-0.7919606330281914,0.0830679595268832,-1.1812733025728157,-1.243566394638099,-1.760358985254728,-0.4478946854444753,-1.0197663191103543,-0.345924934826529,1.3097116179812522,-0.6395683724829951,0.2725272554282604,0.2645534104434196,-0.649163283211896,0.1907677014733087,-0.0476281736448216,-0.5231973622818444,0.5647125038074796,-0.6227334081038384,0.0847715608562361,-0.9531615948658224,0.7404785793450117,-0.688603289408794,1008,6.0,5.4
